#,page,category,english_source,translation_ru,APPROVED (y/n),CORRECTION (write the corrected text here),reviewer_notes,key
119,tools.medical-travel,citation,"Track subway and bus fares, rideshares, car mileage at the WCB rate, prescriptions, and medical supplies incurred traveling to and from treatment, then generate the C-257 Claimant's Record of Medical and Travel Expenses for the New York Workers' Compensation Board.","Отслеживайте расходы на метро и автобус, поездки на такси, пробег автомобиля по ставке WCB, рецепты и медицинские принадлежности, понесённые при поездках до и от места лечения, затем создайте форму C-257 «Отчёт заявителя о медицинских и транспортных расходах» для Комиссии по компенсации работникам штата Нью-Йорк (New York Workers' Compensation Board).",,,,tools.medical-travel.jsonld.track-subway-and-bus-fares
120,tools.medical-travel,citation,"Yes — keep your original receipts for prescriptions, supplies, taxis, and rideshares. The Comp Desk lets you snap a photo or attach a PDF of each receipt so it is filed by date and ready to send with your C-257. Mileage in your own car does not need a receipt; it is calculated from the distance and the WCB rate.","Да — храните оригиналы чеков за рецепты, принадлежности, такси и поездки на такси. The Comp Desk позволяет сфотографировать или прикрепить PDF каждого чека, чтобы он был зарегистрирован по дате и готов к отправке с Вашей формой C-257. Пробег на собственном автомобиле не требует чека; он рассчитывается на основе расстояния и ставки WCB.",,,,tools.medical-travel.jsonld.yes-keep-your-original-receipts
121,tools.medical-travel,citation,"Keep your original receipts for prescriptions, supplies, taxis, and rideshares. In the app you snap a photo or attach a PDF of each one so it's filed by date and sent with your C-257. Mileage in your own car doesn't need a receipt — it's calculated from the distance and the WCB rate.","Храните оригиналы чеков за рецепты, принадлежности, такси и поездки на такси. В приложении Вы фотографируете или прикрепляете PDF каждого, чтобы он был зарегистрирован по дате и отправлен с Вашей формой C-257. Пробег на собственном автомобиле не требует чека — он рассчитывается на основе расстояния и ставки WCB.",,,,tools.medical-travel.keep-your-original-receipts-for
122,tools.medical-travel,citation,Mileage in your own carReimbursed at the WCB rate in force on the date you drove — 72.5¢/mi in 2026.,"Пробег на собственном автомобилеВозмещается по ставке WCB, действовавшей на дату поездки — 72,5¢/милю в 2026 году.",,,,tools.medical-travel.mileage-in-your-own-car
123,tools.medical-travel,citation,"Most injured workers never claim it, because the receipts pile up and the C-257 form feels like one more thing to figure out. The Medical Travel tracker keeps every expense together as you go and turns it into a filed-ready form, so the reimbursement you've earned doesn't slip away.","Большинство травмированных работников никогда не заявляют об этом, потому что чеки накапливаются, а форма C-257 кажется ещё одной вещью, в которой нужно разобраться. Трекер медицинских и транспортных расходов собирает все расходы вместе по мере их возникновения и превращает их в готовую к подаче форму, чтобы заслуженное Вами возмещение не ускользнуло.",,,,tools.medical-travel.most-injured-workers-never-claim
124,tools.medical-travel,citation,Open your email to the WCB with the C-257 and your receipts attached. You always review and tap send — nothing goes out on its own.,"Откройте почту с адресом WCB, с прикреплённой формой C-257 и Вашими чеками. Вы всегда просматриваете и нажимаете отправить — ничего не отправляется само по себе.",,,,tools.medical-travel.open-your-email-to-the
125,tools.medical-travel,citation,"The C-257, Claimant's Record of Medical and Travel Expenses and Request for Reimbursement, is the official Workers' Compensation Board form you use to itemize your medical and travel expenses and request payment. The Comp Desk fills it in from the trips and receipts you log and produces a ready-to-file copy.","Форма C-257, «Отчёт заявителя о медицинских и транспортных расходах и запрос на возмещение», — это официальная форма Комиссии по компенсации работникам (Workers' Compensation Board), которую Вы используете, чтобы детализировать Ваши медицинские и транспортные расходы и запросить оплату. The Comp Desk заполняет её на основе поездок и чеков, которые Вы регистрируете, и создаёт готовую к подаче копию.",,,,tools.medical-travel.the-c-257-claimant-s
126,tools.medical-travel,filing citation,"The Comp Desk generates your completed C-257 and opens your device's email to the Board's filing address with the form and your receipts attached, for you to review and send. You also serve a copy on the insurance carrier. The app never sends anything on its own — you always review and tap send.","The Comp Desk формирует Вашу заполненную форму C-257 и открывает почтовое приложение Вашего устройства с адресом подачи в Комиссию, с прикреплённой формой и Вашими чеками, для просмотра и отправки. Вы также направляете копию страховщику. Приложение никогда не отправляет ничего самостоятельно — Вы всегда просматриваете и нажимаете отправить.",,,,tools.medical-travel.the-comp-desk-generates-your
127,tools.medical-travel,citation,"Workers' comp reimburses your fares, mileage, and prescriptions going to and from care — most injured workers never claim it. Log a trip, snap a receipt, and Comp Buddy builds your C-257 to file with the Board.","Компенсация работникам возмещает Ваши расходы на проезд, пробег и рецепты при поездках до и от лечения — большинство травмированных работников никогда не заявляют об этом. Зарегистрируйте поездку, сфотографируйте чек, и Comp Buddy сформирует Вашу форму C-257 для подачи в Комиссию.",,,,tools.medical-travel.workers-comp-reimburses-your-fares
128,tools.mileage,citation,Automatically track your travel to medical appointments and generate C-257 reimbursement forms. Calculate mileage expenses and maintain a travel log for your workers' compensation case.,Автоматически отслеживайте Ваши поездки на медицинские приёмы и создавайте формы возмещения C-257. Рассчитывайте расходы на пробег и ведите журнал поездок для Вашего дела о компенсации работникам.,,,,tools.mileage.automatically-track-your-travel-to
129,tools.mileage,citation,Generate C-257 reimbursement forms automatically when you need them.,"Создавайте формы возмещения C-257 автоматически, когда они Вам нужны.",,,,tools.mileage.generate-c-257-reimbursement-forms
130,tools.utdm,deadline,"Deadlines tracked, alerts sent, compliance watched — so nothing slips by.","Сроки отслеживаются, уведомления отправляются, соблюдение контролируется — чтобы ничего не ускользнуло.",,,,tools.utdm.deadlines-tracked-alerts-sent-compliance
131,tools.utdm,deadline,Get alerts before reports are due — well ahead of any deadline.,Получайте уведомления до наступления срока отчётов — заблаговременно до любого срока.,,,,tools.utdm.get-alerts-before-reports-are
132,tools.utdm,deadline,Free deadline-monitoring tool for upcoming Trial De Novo Motions on New York workers' compensation cases.,Бесплатный инструмент мониторинга сроков для предстоящих Trial De Novo Motion по делам о компенсации работникам Нью-Йорка.,,,,tools.utdm.jsonld.free-deadline-monitoring-tool-for
133,tools.utdm,deadline,Stay ahead of your treatment deadlines.,Опережайте сроки Вашего лечения.,,,,tools.utdm.stay-ahead-of-your-treatment
134,tools.utdm,deadline,Track treatment report deadlines so you always know what's due next.,"Отслеживайте сроки отчётов о лечении, чтобы всегда знать, что предстоит дальше.",,,,tools.utdm.track-treatment-report-deadlines-so
135,tools.work-search,obligation,AI-powered job matching that respects your medical restrictions. Automatically generate work search logs required by the Workers' Compensation Board and find suitable employment opportunities.,"Подбор работы на основе ИИ с учётом Ваших медицинских ограничений. Автоматически создавайте журналы поиска работы, требуемые Комиссией по компенсации работникам (Workers' Compensation Board), и находите подходящие вакансии.",,,,tools.work-search.ai-powered-job-matching-that
136,tools.work-search,citation,Free AI-assisted work search log for New York workers' compensation claimants. Tracks the WCB-required job-search activities needed to maintain ongoing benefits.,"Бесплатный журнал поиска работы с помощью ИИ для заявителей по компенсации работникам Нью-Йорка. Отслеживает требуемые WCB действия по поиску работы, необходимые для сохранения текущих выплат.",,,,tools.work-search.jsonld.free-ai-assisted-work-search
137,tools.work-search,citation,Stay compliant with WCB requirements to help protect your benefits.,"Соблюдайте требования WCB, чтобы помочь защитить Ваши выплаты.",,,,tools.work-search.stay-compliant-with-wcb-requirements
138,worker,citation,Average Weekly WageWCL §14,Средняя недельная зарплатаWCL §14,,,,worker.average-weekly-wage-wcl-14
139,worker,filing citation,File your Form C-3 — the form that opens your WCB case — guided field by field.,"Подайте форму C-3 — форму, открывающую Ваше дело в WCB — с пошаговым заполнением каждого поля.",,,,worker.file-your-form-c-3
140,worker,citation,Form C-3 · ClaimStep 3 / 4,Форма C-3 · ЗаявлениеШаг 3 / 4,,,,worker.form-c-3-claim-step
141,worker,deadline filing citation,"Report the injury, file the C-3, open your WCB case within the deadlines.","Сообщите о травме, подайте форму C-3 и откройте дело в WCB в установленные сроки.",,,,worker.report-the-injury-file-the
142,worker,citation,"Search the NYS WCB's authorized-provider directory by location, specialty, and body part — so your treatment actually counts toward your claim.","Ищите в справочнике поставщиков, авторизованных WCB штата Нью-Йорк, по местоположению, специальности и части тела — чтобы Ваше лечение действительно засчитывалось для дела.",,,,worker.search-the-nys-wcb-s
143,worker,citation,Search the WCB-authorized provider directory so your treatment counts toward your claim.,"Ищите в справочнике поставщиков медицинских услуг, авторизованных WCB, чтобы Ваше лечение засчитывалось для дела.",,,,worker.search-the-wcb-authorized-provider
144,worker,citation,"Section 32 settlements, closing your case, and what to negotiate.","Мировые соглашения Section 32, закрытие дела и что можно обсудить в переговорах.",,,,worker.section-32-settlements-closing-your
145,worker,citation,"SLU is a permanent award for extremity injuries (arms, legs, hands, feet, eyes, ears, fingers, toes) under WCL §15(3). The award equals your weekly rate × the statutory weeks for that body part × the percentage of loss assigned to your injury. More on SLU here.","SLU — это постоянная выплата за травмы конечностей (руки, ноги, кисти, стопы, глаза, уши, пальцы рук, пальцы ног) по WCL §15(3). Выплата равна Вашей недельной ставке × установленное законом число недель для этой части тела × процент утраты, присвоенный Вашей травме. Подробнее о SLU здесь.",,,,worker.slu-is-a-permanent-award
146,worker,deadline citation,"The C-3 is what opens your WCB case — and the deadlines are strict. Comp Buddy walks you through it field by field in plain English, so nothing gets missed.","C-3 — это то, что открывает Ваше дело в WCB — а сроки строгие. Comp Buddy проведёт Вас по каждому полю простым языком, чтобы ничего не упустить.",,,,worker.the-c-3-is-what
147,worker,citation,"Workers' comp reimburses your fares, mileage, and prescriptions going to and from treatment — most workers never claim it. Scan a receipt, log a trip, and Comp Buddy builds your C-257.","Компенсация работникам возмещает Ваши расходы на проезд, пробег и рецептурные препараты при поездках на лечение и обратно — большинство работников никогда этим не пользуются. Отсканируйте чек, запишите поездку — и Comp Buddy создаст Вашу форму C-257.",,,,worker.workers-comp-reimburses-your-fares
148,worker,citation,"Your AWW under WCL §14, your comp rate, weekly benefit payments.","Ваш AWW по WCL §14, Ваша ставка компенсации, еженедельные выплаты.",,,,worker.your-aww-under-wcl-14
149,worker,citation,"Your weekly check is two-thirds of your Average Weekly Wage. Our free calculator runs all four statutory methods under WCL §14 — and shows the number, cited.",Ваш недельный чек составляет две трети от Вашей средней недельной зарплаты. Наш бесплатный калькулятор применяет все четыре установленных законом метода по WCL §14 — и показывает итоговую цифру со ссылкой на источник.,,,,worker.your-weekly-check-is-two
150,worker,citation,"Your weekly indemnity rate is two-thirds of your Average Weekly Wage (AWW), capped at the statutory maximum for your date of injury. AWW is calculated under WCL §14 using your earnings in the year before the injury — multiple statutory methods may apply depending on your work pattern. Our free AWW calculator shows you the number.","Ваша недельная ставка компенсации составляет две трети от Вашей средней недельной зарплаты (Average Weekly Wage, AWW), с ограничением до установленного законом максимума на дату Вашей травмы. AWW рассчитывается по WCL §14 на основе Ваших доходов за год до травмы — в зависимости от характера Вашей работы может применяться один из нескольких установленных законом методов. Наш бесплатный калькулятор AWW покажет Вам итоговую цифру.",,,,worker.your-weekly-indemnity-rate-is
