#,page,category,english_source,translation_es,APPROVED (y/n),CORRECTION (write the corrected text here),reviewer_notes,key
121,tools.medical-travel,citation,"Keep your original receipts for prescriptions, supplies, taxis, and rideshares. In the app you snap a photo or attach a PDF of each one so it's filed by date and sent with your C-257. Mileage in your own car doesn't need a receipt — it's calculated from the distance and the WCB rate.","Conserve sus recibos originales de medicamentos, suministros, taxis y viajes compartidos. En la app usted toma una foto o adjunta un PDF de cada uno para que quede archivado por fecha y se envíe con su C-257. El millaje en su propio auto no necesita recibo — se calcula a partir de la distancia y la tasa de la WCB.",,,,tools.medical-travel.keep-your-original-receipts-for
122,tools.medical-travel,citation,Mileage in your own carReimbursed at the WCB rate in force on the date you drove — 72.5¢/mi in 2026.,Millaje en su propio autoReembolsado a la tasa de la WCB vigente en la fecha en que manejó — 72.5¢/mi en 2026.,,,,tools.medical-travel.mileage-in-your-own-car
123,tools.medical-travel,citation,"Most injured workers never claim it, because the receipts pile up and the C-257 form feels like one more thing to figure out. The Medical Travel tracker keeps every expense together as you go and turns it into a filed-ready form, so the reimbursement you've earned doesn't slip away.","La mayoría de los trabajadores lesionados nunca lo reclama, porque los recibos se acumulan y el formulario C-257 se siente como una cosa más que resolver. El rastreador Médico y de Viajes mantiene cada gasto organizado a medida que avanza y lo convierte en un formulario listo para presentar, para que el reembolso que se ganó no se le escape.",,,,tools.medical-travel.most-injured-workers-never-claim
124,tools.medical-travel,citation,Open your email to the WCB with the C-257 and your receipts attached. You always review and tap send — nothing goes out on its own.,Abra su correo electrónico a la WCB con el C-257 y sus recibos adjuntos. Usted siempre revisa y toca enviar — nada se envía por sí solo.,,,,tools.medical-travel.open-your-email-to-the
125,tools.medical-travel,citation,"The C-257, Claimant's Record of Medical and Travel Expenses and Request for Reimbursement, is the official Workers' Compensation Board form you use to itemize your medical and travel expenses and request payment. The Comp Desk fills it in from the trips and receipts you log and produces a ready-to-file copy.","El C-257, Registro del Reclamante de Gastos Médicos y de Viaje y Solicitud de Reembolso, es el formulario oficial de la Junta de Compensación Laboral (Workers' Compensation Board) que se usa para detallar sus gastos médicos y de viaje y solicitar el pago. The Comp Desk lo completa a partir de los viajes y recibos que usted registra y produce una copia lista para presentar.",,,,tools.medical-travel.the-c-257-claimant-s
126,tools.medical-travel,filing citation,"The Comp Desk generates your completed C-257 and opens your device's email to the Board's filing address with the form and your receipts attached, for you to review and send. You also serve a copy on the insurance carrier. The app never sends anything on its own — you always review and tap send.","The Comp Desk genera su C-257 completado y abre el correo electrónico de su dispositivo a la dirección de presentación de la Junta, con el formulario y sus recibos adjuntos, para que usted revise y envíe. También debe entregar una copia a la aseguradora. La app nunca envía nada por sí sola — usted siempre revisa y toca enviar.",,,,tools.medical-travel.the-comp-desk-generates-your
127,tools.medical-travel,citation,"Workers' comp reimburses your fares, mileage, and prescriptions going to and from care — most injured workers never claim it. Log a trip, snap a receipt, and Comp Buddy builds your C-257 to file with the Board.","La compensación laboral reembolsa sus tarifas, millaje y medicamentos recetados de ida y vuelta a la atención médica — la mayoría de los trabajadores lesionados nunca lo reclama. Registre un viaje, tome una foto de un recibo, y Comp Buddy arma su C-257 para presentar ante la Junta.",,,,tools.medical-travel.workers-comp-reimburses-your-fares
128,tools.mileage,citation,Automatically track your travel to medical appointments and generate C-257 reimbursement forms. Calculate mileage expenses and maintain a travel log for your workers' compensation case.,Registre automáticamente sus traslados a citas médicas y genere formularios de reembolso C-257. Calcule los gastos de millaje y mantenga un registro de viajes para su caso de compensación laboral.,,,,tools.mileage.automatically-track-your-travel-to
129,tools.mileage,citation,Generate C-257 reimbursement forms automatically when you need them.,Genere formularios de reembolso C-257 automáticamente cuando los necesite.,,,,tools.mileage.generate-c-257-reimbursement-forms
130,tools.utdm,deadline,"Deadlines tracked, alerts sent, compliance watched — so nothing slips by.","Plazos rastreados, alertas enviadas, cumplimiento vigilado — para que nada se le escape.",,,,tools.utdm.deadlines-tracked-alerts-sent-compliance
131,tools.utdm,deadline,Get alerts before reports are due — well ahead of any deadline.,Reciba alertas antes de que venzan los informes — con buena anticipación a cualquier plazo.,,,,tools.utdm.get-alerts-before-reports-are
132,tools.utdm,deadline,Free deadline-monitoring tool for upcoming Trial De Novo Motions on New York workers' compensation cases.,Herramienta gratuita de monitoreo de plazos para Mociones de Nuevo Juicio en casos de compensación laboral de Nueva York.,,,,tools.utdm.jsonld.free-deadline-monitoring-tool-for
133,tools.utdm,deadline,Stay ahead of your treatment deadlines.,Adelántese a los plazos de su tratamiento.,,,,tools.utdm.stay-ahead-of-your-treatment
134,tools.utdm,deadline,Track treatment report deadlines so you always know what's due next.,Rastree los plazos de los informes de tratamiento para saber siempre qué vence a continuación.,,,,tools.utdm.track-treatment-report-deadlines-so
135,tools.work-search,obligation,AI-powered job matching that respects your medical restrictions. Automatically generate work search logs required by the Workers' Compensation Board and find suitable employment opportunities.,Emparejamiento de empleo con IA que respeta sus restricciones médicas. Genere automáticamente los registros de búsqueda de empleo requeridos por la Junta de Compensación Laboral (Workers' Compensation Board) y encuentre oportunidades de empleo adecuadas.,,,,tools.work-search.ai-powered-job-matching-that
136,tools.work-search,citation,Free AI-assisted work search log for New York workers' compensation claimants. Tracks the WCB-required job-search activities needed to maintain ongoing benefits.,Registro gratuito de búsqueda de empleo asistido por IA para reclamantes de compensación laboral de Nueva York. Rastrea las actividades de búsqueda de empleo requeridas por la WCB para mantener los beneficios continuos.,,,,tools.work-search.jsonld.free-ai-assisted-work-search
137,tools.work-search,citation,Stay compliant with WCB requirements to help protect your benefits.,Cumpla con los requisitos de la WCB para ayudar a proteger sus beneficios.,,,,tools.work-search.stay-compliant-with-wcb-requirements
138,worker,citation,Average Weekly WageWCL §14,Salario Semanal PromedioWCL §14,,,,worker.average-weekly-wage-wcl-14
139,worker,filing citation,File your Form C-3 — the form that opens your WCB case — guided field by field.,Presente su Formulario C-3 — el formulario que abre su caso ante la WCB — guiado campo por campo.,,,,worker.file-your-form-c-3
140,worker,citation,Form C-3 · ClaimStep 3 / 4,Formulario C-3 · ReclamoPaso 3 / 4,,,,worker.form-c-3-claim-step
141,worker,deadline filing citation,"Report the injury, file the C-3, open your WCB case within the deadlines.","Reporte la lesión, presente el C-3 y abra su caso ante la WCB dentro de los plazos.",,,,worker.report-the-injury-file-the
142,worker,citation,"Search the NYS WCB's authorized-provider directory by location, specialty, and body part — so your treatment actually counts toward your claim.","Busque en el directorio de proveedores autorizados de la WCB de NYS por ubicación, especialidad y parte del cuerpo — para que su tratamiento realmente cuente para su reclamo.",,,,worker.search-the-nys-wcb-s
143,worker,citation,Search the WCB-authorized provider directory so your treatment counts toward your claim.,Busque en el directorio de proveedores autorizados por la WCB para que su tratamiento cuente para su reclamo.,,,,worker.search-the-wcb-authorized-provider
144,worker,citation,"Section 32 settlements, closing your case, and what to negotiate.","Convenios Section 32, el cierre de su caso y qué negociar.",,,,worker.section-32-settlements-closing-your
145,worker,citation,"SLU is a permanent award for extremity injuries (arms, legs, hands, feet, eyes, ears, fingers, toes) under WCL §15(3). The award equals your weekly rate × the statutory weeks for that body part × the percentage of loss assigned to your injury. More on SLU here.","El SLU es una compensación permanente por lesiones en extremidades (brazos, piernas, manos, pies, ojos, oídos, dedos de las manos, dedos de los pies) conforme a WCL §15(3). La compensación equivale a su tasa semanal × las semanas legales para esa parte del cuerpo × el porcentaje de pérdida asignado a su lesión. Más información sobre el SLU aquí.",,,,worker.slu-is-a-permanent-award
146,worker,deadline citation,"The C-3 is what opens your WCB case — and the deadlines are strict. Comp Buddy walks you through it field by field in plain English, so nothing gets missed.","El C-3 es lo que abre su caso ante la WCB — y los plazos son estrictos. Comp Buddy lo guía campo por campo en lenguaje sencillo, para que no se le escape nada.",,,,worker.the-c-3-is-what
147,worker,citation,"Workers' comp reimburses your fares, mileage, and prescriptions going to and from treatment — most workers never claim it. Scan a receipt, log a trip, and Comp Buddy builds your C-257.","La compensación laboral reembolsa sus pasajes, millaje y medicamentos recetados de ida y vuelta al tratamiento — la mayoría de los trabajadores nunca lo reclama. Escanee un recibo, registre un viaje, y Comp Buddy arma su C-257.",,,,worker.workers-comp-reimburses-your-fares
148,worker,citation,"Your AWW under WCL §14, your comp rate, weekly benefit payments.","Su AWW conforme a WCL §14, su tasa de compensación, pagos semanales de beneficios.",,,,worker.your-aww-under-wcl-14
149,worker,citation,"Your weekly check is two-thirds of your Average Weekly Wage. Our free calculator runs all four statutory methods under WCL §14 — and shows the number, cited.","Su cheque semanal equivale a dos tercios de su Salario Semanal Promedio. Nuestra calculadora gratuita aplica los cuatro métodos legales bajo WCL §14 — y muestra la cifra, citada.",,,,worker.your-weekly-check-is-two
150,worker,citation,"Your weekly indemnity rate is two-thirds of your Average Weekly Wage (AWW), capped at the statutory maximum for your date of injury. AWW is calculated under WCL §14 using your earnings in the year before the injury — multiple statutory methods may apply depending on your work pattern. Our free AWW calculator shows you the number.","Su tasa semanal de indemnización equivale a dos tercios de su salario semanal promedio (Average Weekly Wage, AWW), con un tope en el máximo legal correspondiente a su fecha de lesión. El AWW se calcula conforme a WCL §14 usando sus ingresos del año anterior a la lesión — pueden aplicar varios métodos legales según su patrón de trabajo. Nuestra calculadora gratuita de AWW le muestra la cifra.",,,,worker.your-weekly-indemnity-rate-is
